branch,order_id,order_dt,category,menu,sweet_level,qty,price,cost,trans_type,payment,gender,membership,order_wait_time
alpha,alpha22-011449,2022-03-29 09:22:00,bakery,Croissant,,2,85,50,eat in,mobile,M,True,5.279435006397893
alpha,alpha22-011450,2022-03-29 09:22:00,bakery,Muffin,,2,60,30,eat in,cash,M,False,2.185530010305686
alpha,alpha22-011450,2022-03-29 09:22:00,coffee,Espresso,1.0,2,55,30,eat in,cash,M,False,3.685530010305686
alpha,alpha22-011451,2022-03-29 09:24:00,bakery,Donut,,2,40,15,eat in,credit card,M,True,5.428555344233719
alpha,alpha22-011451,2022-03-29 09:24:00,tea,Yuzu Tea,1.0,2,70,30,eat in,credit card,M,True,6.928555344233719
alpha,alpha22-011452,2022-03-29 09:40:00,coffee,Iced Coffee,0.5,1,60,30,to go,credit card,F,False,5.619988320350855
alpha,alpha22-011452,2022-03-29 09:40:00,bakery,Sandwich,,1,80,30,to go,credit card,F,False,7.119988320350855
alpha,alpha22-011453,2022-03-29 09:41:00,coffee,Americano,1.0,1,45,25,eat in,credit card,M,True,3.338169272727237
alpha,alpha22-011454,2022-03-29 10:07:00,tea,Black Tea,1.0,2,45,20,eat in,mobile,M,False,2.456426034467521
alpha,alpha22-011455,2022-03-29 10:21:00,bakery,Muffin,,1,60,30,to go,credit card,M,False,3.237351937436152
alpha,alpha22-011455,2022-03-29 10:21:00,coffee,Iced Coffee,0.75,1,60,30,to go,credit card,M,False,4.737351937436152
alpha,alpha22-011456,2022-03-29 10:27:00,tea,Yuzu Tea,0.5,1,70,30,to go,credit card,M,False,5.539630779381666
alpha,alpha22-011457,2022-03-29 10:54:00,smoothie,Strawberry Smoothie,1.0,1,85,45,to go,mobile,M,False,5.038377253660705
alpha,alpha22-011458,2022-03-29 10:54:00,bakery,Croissant,,2,85,50,to go,credit card,M,False,2.9811361413103192
alpha,alpha22-011459,2022-03-29 10:58:00,tea,Bubble Tea,0.75,2,70,30,eat in,mobile,F,True,3.987870586806721
alpha,alpha22-011578,2022-03-30 06:49:00,bakery,Sandwich,,1,80,30,to go,cash,M,False,4.148853032909983
alpha,alpha22-011578,2022-03-30 06:49:00,coffee,Americano,0.25,1,45,25,to go,cash,M,False,5.648853032909983
alpha,alpha22-011579,2022-03-30 07:06:00,coffee,Cappuccino,0.5,2,75,40,delivery,credit card,M,False,4.296147344607406
alpha,alpha22-011579,2022-03-30 07:06:00,coffee,Black Coffee,0.75,3,45,20,delivery,credit card,M,False,7.296147344607406
alpha,alpha22-011580,2022-03-30 07:08:00,bakery,Donut,,1,40,15,to go,cash,M,False,2.2461081935875766
alpha,alpha22-011580,2022-03-30 07:08:00,coffee,Americano,0.0,1,45,25,to go,cash,M,False,3.7461081935875766
alpha,alpha22-011581,2022-03-30 07:13:00,bakery,Cheese Cake,,2,120,80,delivery,cash,F,False,2.4276543912774766
alpha,alpha22-011581,2022-03-30 07:13:00,tea,Green Tea,0.75,1,65,30,delivery,cash,F,False,3.9276543912774766
alpha,alpha22-011582,2022-03-30 07:30:00,coffee,Latte,0.75,1,70,35,to go,mobile,M,False,3.708021964495214
alpha,alpha22-011583,2022-03-30 07:36:00,tea,Green Tea,0.5,1,65,30,to go,mobile,M,True,4.016778556861202
alpha,alpha22-011583,2022-03-30 07:36:00,bakery,Cookies,,1,85,45,to go,mobile,M,True,5.516778556861202
alpha,alpha22-011584,2022-03-30 07:44:00,smoothie,Strawberry Smoothie,0.5,1,85,45,eat in,mobile,F,False,5.1984510941620234
alpha,alpha22-011585,2022-03-30 08:07:00,bakery,Muffin,,1,60,30,delivery,credit card,F,False,3.3224005867992092
alpha,alpha22-011585,2022-03-30 08:07:00,coffee,Iced Coffee,0.25,1,60,30,delivery,credit card,F,False,4.822400586799209
alpha,alpha22-011585,2022-03-30 08:07:00,coffee,Black Coffee,1.0,3,45,20,delivery,credit card,F,False,6.322400586799209
alpha,alpha22-011586,2022-03-30 08:09:00,bakery,Sandwich,,2,80,30,delivery,credit card,M,False,4.60430141918362
alpha,alpha22-011586,2022-03-30 08:09:00,smoothie,Watermelon Smoothie,1.0,4,75,40,delivery,credit card,M,False,9.10430141918362
alpha,alpha22-011587,2022-03-30 08:11:00,bakery,Croissant,,1,85,50,to go,mobile,M,True,4.059502010792232
alpha,alpha22-011587,2022-03-30 08:11:00,coffee,Cappuccino,0.75,1,75,40,to go,mobile,M,True,5.559502010792232
alpha,alpha22-011588,2022-03-30 08:18:00,coffee,Latte,0.5,2,70,35,to go,mobile,F,True,3.7031591751747515
alpha,alpha22-011589,2022-03-30 08:20:00,smoothie,Watermelon Smoothie,0.5,6,75,40,delivery,credit card,M,False,8.561112316927096
alpha,alpha22-011590,2022-03-30 08:22:00,tea,Yuzu Tea,0.5,1,70,30,to go,cash,M,False,1.1883052602703095
alpha,alpha22-011590,2022-03-30 08:22:00,bakery,Cookies,,1,85,45,to go,cash,M,False,2.6883052602703095
alpha,alpha22-011591,2022-03-30 08:23:00,smoothie,Watermelon Smoothie,0.25,2,75,40,delivery,credit card,M,False,4.1494746083589975
alpha,alpha22-011591,2022-03-30 08:23:00,coffee,Mocha,0.5,3,70,35,delivery,credit card,M,False,7.1494746083589975
alpha,alpha22-011592,2022-03-30 08:25:00,coffee,Mocha,0.75,1,70,35,eat in,mobile,M,False,3.859557076236276
alpha,alpha22-011593,2022-03-30 08:26:00,smoothie,Strawberry Smoothie,0.5,1,85,45,eat in,credit card,M,False,5.937625546906581
alpha,alpha22-011594,2022-03-30 08:29:00,coffee,Espresso,0.0,4,55,30,to go,mobile,M,False,6.536058577786039
alpha,alpha22-011595,2022-03-30 08:34:00,bakery,Croissant,,1,85,50,to go,credit card,M,False,4.397835130342618
alpha,alpha22-011595,2022-03-30 08:34:00,tea,Thai Tea,1.0,1,70,30,to go,credit card,M,False,5.897835130342618
alpha,alpha22-011596,2022-03-30 08:37:00,bakery,Muffin,,7,60,30,to go,mobile,M,False,12.133134996409204
alpha,alpha22-011597,2022-03-30 08:45:00,coffee,Americano,0.0,2,45,25,to go,credit card,M,False,3.549198755629229
alpha,alpha22-011598,2022-03-30 08:47:00,coffee,Classic Black Cold Brew,0.25,1,100,35,to go,credit card,M,False,4.609405171936984
alpha,alpha22-011599,2022-03-30 08:49:00,smoothie,Mango Smoothie,1.0,2,90,45,to go,credit card,F,False,4.939963630710765
alpha,alpha22-011600,2022-03-30 08:55:00,tea,Jasmine Tea,0.25,1,55,25,to go,credit card,F,False,1.7990781388858754
alpha,alpha22-011600,2022-03-30 08:55:00,bakery,Muffin,,1,60,30,to go,credit card,F,False,3.2990781388858754
alpha,alpha22-011601,2022-03-30 09:02:00,coffee,Cappuccino,0.75,1,75,40,delivery,mobile,M,False,3.3912255644796265
alpha,alpha22-011601,2022-03-30 09:02:00,coffee,Latte,0.5,2,70,35,delivery,mobile,M,False,4.891225564479626
alpha,alpha22-011602,2022-03-30 09:20:00,smoothie,Kiwi Smoothie,0.5,1,90,50,to go,mobile,M,True,2.5039168631529782
alpha,alpha22-011603,2022-03-30 09:27:00,bakery,Donut,,1,40,15,to go,credit card,F,False,5.236496953253309
alpha,alpha22-011604,2022-03-30 09:34:00,bakery,Croissant,,1,85,50,delivery,mobile,M,False,4.034903878287812
alpha,alpha22-011605,2022-03-30 09:37:00,coffee,Latte,0.25,1,70,35,eat in,credit card,M,True,6.877418532219883
alpha,alpha22-011605,2022-03-30 09:37:00,bakery,Sandwich,,1,80,30,eat in,credit card,M,True,8.377418532219883
alpha,alpha22-011606,2022-03-30 09:38:00,smoothie,Strawberry Smoothie,1.0,3,85,45,delivery,mobile,F,False,5.033426801451016
alpha,alpha22-011606,2022-03-30 09:38:00,smoothie,Watermelon Smoothie,0.25,2,75,40,delivery,mobile,F,False,5.033426801451016
alpha,alpha22-011607,2022-03-30 09:49:00,tea,Green Tea,0.0,3,65,30,to go,mobile,M,False,5.792893640883718
alpha,alpha22-011607,2022-03-30 09:49:00,bakery,Donut,,3,40,15,to go,mobile,M,False,7.292893640883718
alpha,alpha22-011608,2022-03-30 10:13:00,coffee,Iced Coffee,0.0,3,60,30,to go,mobile,F,False,5.349050736068567
alpha,alpha22-011609,2022-03-30 10:23:00,bakery,Sandwich,,3,80,30,to go,cash,F,True,5.79727550964276
alpha,alpha22-011609,2022-03-30 10:23:00,coffee,Black Coffee,0.75,3,45,20,to go,cash,F,True,7.29727550964276
alpha,alpha22-011610,2022-03-30 10:55:00,tea,Thai Tea,1.0,1,70,30,eat in,credit card,M,False,6.177761286807563
alpha,alpha22-011714,2022-03-31 06:22:00,bakery,Croissant,,3,85,50,to go,credit card,F,False,5.812320766780396
alpha,alpha22-011714,2022-03-31 06:22:00,bakery,Sandwich,,3,80,30,to go,credit card,F,False,7.312320766780396
alpha,alpha22-011715,2022-03-31 07:10:00,coffee,Black Coffee,0.75,2,45,20,delivery,mobile,M,False,4.4227227076679325
alpha,alpha22-011715,2022-03-31 07:10:00,tea,Thai Tea,0.75,1,70,30,delivery,mobile,M,False,5.9227227076679325
alpha,alpha22-011716,2022-03-31 07:10:00,coffee,Americano,0.75,7,45,25,to go,gift card,F,True,11.773508900062737
alpha,alpha22-011716,2022-03-31 07:10:00,bakery,Croissant,,7,85,50,to go,gift card,F,True,13.273508900062737
alpha,alpha22-011717,2022-03-31 07:24:00,bakery,Muffin,,2,60,30,eat in,credit card,F,False,4.5462179742755
alpha,alpha22-011718,2022-03-31 07:24:00,smoothie,Kiwi Smoothie,0.25,2,90,50,delivery,credit card,M,True,5.133556849013503
alpha,alpha22-011718,2022-03-31 07:24:00,tea,Bubble Tea,0.5,2,70,30,delivery,credit card,M,True,6.633556849013503
alpha,alpha22-011719,2022-03-31 07:26:00,tea,Yuzu Tea,0.5,4,70,30,to go,credit card,M,False,7.940611147536692
alpha,alpha22-011720,2022-03-31 07:26:00,coffee,Iced Coffee,0.75,1,60,30,to go,credit card,M,False,5.912144247668628
alpha,alpha22-011721,2022-03-31 07:31:00,smoothie,Mango Smoothie,0.5,1,90,45,eat in,credit card,M,True,2.964369993101679
alpha,alpha22-011722,2022-03-31 07:35:00,coffee,Americano,0.5,2,45,25,eat in,credit card,F,True,6.092006161221107
alpha,alpha22-011723,2022-03-31 07:39:00,coffee,Latte,0.25,2,70,35,delivery,credit card,M,False,2.8414701282658825
alpha,alpha22-011723,2022-03-31 07:39:00,tea,Green Tea,0.5,2,65,30,delivery,credit card,M,False,4.3414701282658825
alpha,alpha22-011724,2022-03-31 07:42:00,tea,Jasmine Tea,0.5,2,55,25,eat in,credit card,M,True,6.970522286179325
alpha,alpha22-011725,2022-03-31 07:47:00,coffee,Iced Coffee,1.0,1,60,30,eat in,mobile,M,False,2.7653616168408344
alpha,alpha22-011726,2022-03-31 07:49:00,coffee,Mocha,0.25,1,70,35,to go,credit card,F,False,3.3707653375292486
alpha,alpha22-011727,2022-03-31 07:54:00,coffee,Classic Black Cold Brew,0.5,2,100,35,eat in,mobile,F,False,4.656648705266647
alpha,alpha22-011728,2022-03-31 07:55:00,bakery,Croissant,,1,85,50,eat in,credit card,F,False,6.096302551376318
alpha,alpha22-011729,2022-03-31 07:57:00,bakery,Sandwich,,2,80,30,eat in,mobile,F,False,4.371530779755856
alpha,alpha22-011729,2022-03-31 07:57:00,bakery,Donut,,2,40,15,eat in,mobile,F,False,5.871530779755856
alpha,alpha22-011730,2022-03-31 07:58:00,coffee,Black Coffee,1.0,1,45,20,to go,mobile,M,True,3.3638687952806547
alpha,alpha22-011731,2022-03-31 08:00:00,smoothie,Mango Smoothie,0.5,1,90,45,delivery,mobile,F,False,3.9538786552570495
alpha,alpha22-011732,2022-03-31 08:05:00,bakery,Donut,,1,40,15,eat in,mobile,M,True,5.413869433449483
alpha,alpha22-011733,2022-03-31 08:05:00,coffee,Mocha,0.5,1,70,35,to go,credit card,M,True,4.903266986154212
alpha,alpha22-011734,2022-03-31 08:05:00,tea,Yuzu Tea,0.25,1,70,30,eat in,credit card,M,False,4.8458421824638505
alpha,alpha22-011735,2022-03-31 08:10:00,coffee,Latte,0.5,1,70,35,to go,cash,F,False,3.040631447949277
alpha,alpha22-011735,2022-03-31 08:10:00,bakery,Donut,,1,40,15,to go,cash,F,False,4.540631447949277
alpha,alpha22-011736,2022-03-31 08:12:00,coffee,Espresso,0.5,1,55,30,to go,mobile,M,True,3.833250673592297
alpha,alpha22-011737,2022-03-31 08:23:00,bakery,Croissant,,2,85,50,eat in,mobile,M,False,6.104482984988115
alpha,alpha22-011738,2022-03-31 08:34:00,coffee,Espresso,0.75,1,55,30,to go,credit card,F,False,2.090347103794727
alpha,alpha22-011739,2022-03-31 08:35:00,bakery,Muffin,,1,60,30,eat in,mobile,F,False,3.2883395079277724
alpha,alpha22-011739,2022-03-31 08:35:00,tea,Thai Tea,0.5,1,70,30,eat in,mobile,F,False,4.788339507927772
alpha,alpha22-011740,2022-03-31 08:37:00,coffee,Americano,0.75,1,45,25,eat in,credit card,M,False,4.571133289176489
alpha,alpha22-011740,2022-03-31 08:37:00,bakery,Donut,,1,40,15,eat in,credit card,M,False,6.071133289176489
alpha,alpha22-011741,2022-03-31 08:42:00,tea,Green Tea,0.75,1,65,30,to go,credit card,F,True,5.772518617127297
alpha,alpha22-011742,2022-03-31 08:42:00,coffee,Mocha,0.25,1,70,35,to go,cash,M,False,6.8992296357457334
alpha,alpha22-011743,2022-03-31 08:45:00,coffee,Cappuccino,0.5,4,75,40,delivery,mobile,F,False,7.699992174989208
alpha,alpha22-011743,2022-03-31 08:45:00,smoothie,Watermelon Smoothie,0.5,1,75,40,delivery,mobile,F,False,6.199992174989208
alpha,alpha22-011744,2022-03-31 08:47:00,coffee,Espresso,0.75,3,55,30,to go,mobile,F,False,5.436333927426861
alpha,alpha22-011745,2022-03-31 09:02:00,tea,Thai Tea,0.0,1,70,30,to go,cash,M,False,4.129280130114216
alpha,alpha22-011745,2022-03-31 09:02:00,bakery,Cookies,,1,85,45,to go,cash,M,False,5.629280130114216
alpha,alpha22-011746,2022-03-31 09:04:00,smoothie,Strawberry Smoothie,1.0,3,85,45,to go,credit card,M,False,3.91192161296431
alpha,alpha22-011747,2022-03-31 09:09:00,smoothie,Mango Smoothie,0.75,1,90,45,eat in,mobile,F,False,3.6116982054599016
alpha,alpha22-011748,2022-03-31 09:10:00,coffee,Black Coffee,0.5,3,45,20,to go,cash,M,False,5.37997427155467
alpha,alpha22-011749,2022-03-31 09:21:00,coffee,Americano,0.75,2,45,25,eat in,credit card,F,False,2.425001828204075
alpha,alpha22-011750,2022-03-31 09:21:00,coffee,Iced Coffee,0.5,2,60,30,delivery,cash,M,False,2.9684858498827835
alpha,alpha22-011750,2022-03-31 09:21:00,coffee,Espresso,0.5,5,55,30,delivery,cash,M,False,8.968485849882784
alpha,alpha22-011751,2022-03-31 09:28:00,bakery,Donut,,1,40,15,eat in,mobile,F,False,6.984274503340086
alpha,alpha22-011752,2022-03-31 09:28:00,bakery,Muffin,,1,60,30,eat in,mobile,F,False,6.813771247206249
alpha,alpha22-011753,2022-03-31 09:31:00,coffee,Mocha,0.75,1,70,35,eat in,mobile,M,True,3.1891236808987866
alpha,alpha22-011754,2022-03-31 09:38:00,bakery,Croissant,,1,85,50,delivery,credit card,M,False,4.755673154523513
alpha,alpha22-011754,2022-03-31 09:38:00,coffee,Americano,0.5,1,45,25,delivery,credit card,M,False,6.255673154523513
alpha,alpha22-011755,2022-03-31 09:39:00,coffee,Black Coffee,0.5,1,45,20,to go,credit card,M,True,2.8472508406766557
alpha,alpha22-011755,2022-03-31 09:39:00,bakery,Croissant,,1,85,50,to go,credit card,M,True,4.347250840676656
alpha,alpha22-011756,2022-03-31 10:07:00,bakery,Croissant,,1,85,50,eat in,mobile,M,False,4.958457128326298
alpha,alpha22-011757,2022-03-31 10:19:00,coffee,Americano,0.5,1,45,25,to go,mobile,M,True,4.378062886191433
alpha,alpha22-011758,2022-03-31 10:21:00,coffee,Mocha,0.5,1,70,35,eat in,cash,M,False,2.742976564136313
alpha,alpha22-011759,2022-03-31 10:27:00,coffee,Black Coffee,0.25,1,45,20,eat in,credit card,F,True,3.986747704037555
alpha,alpha22-011759,2022-03-31 10:27:00,bakery,Sandwich,,1,80,30,eat in,credit card,F,True,5.486747704037555
alpha,alpha22-011760,2022-03-31 10:34:00,bakery,Muffin,,1,60,30,eat in,mobile,M,False,4.43669313179596
alpha,alpha22-011760,2022-03-31 10:34:00,smoothie,Kiwi Smoothie,0.75,1,90,50,eat in,mobile,M,False,5.93669313179596
alpha,alpha22-011761,2022-03-31 10:50:00,bakery,Muffin,,4,60,30,to go,credit card,M,False,7.5486840466254765
alpha,alpha22-011762,2022-03-31 10:51:00,tea,Thai Tea,0.75,2,70,30,to go,mobile,F,False,3.43436595181469
alpha,alpha22-011763,2022-03-31 10:55:00,tea,Thai Tea,0.5,1,70,30,to go,credit card,F,False,5.908427471673384
alpha,alpha22-011764,2022-03-31 10:57:00,coffee,Espresso,1.0,1,55,30,to go,credit card,M,False,2.55220934024393
alpha,alpha22-011872,2022-04-01 06:21:00,coffee,Classic Black Cold Brew,1.0,2,100,35,eat in,credit card,F,False,4.2422407318256825
alpha,alpha22-011873,2022-04-01 06:50:00,coffee,Cappuccino,0.5,1,75,40,to go,mobile,F,False,4.511727863584985
alpha,alpha22-011874,2022-04-01 06:57:00,smoothie,Mango Smoothie,1.0,4,90,45,to go,credit card,F,False,5.788262951459391
alpha,alpha22-011875,2022-04-01 07:19:00,smoothie,Watermelon Smoothie,0.5,1,75,40,to go,credit card,M,True,3.5686778604408103
alpha,alpha22-011876,2022-04-01 07:22:00,tea,Green Tea,0.0,1,65,30,to go,mobile,M,False,3.4856798040303634
alpha,alpha22-011877,2022-04-01 07:26:00,coffee,Classic Black Cold Brew,0.0,1,100,35,delivery,credit card,M,False,1.0257416112089013
alpha,alpha22-011878,2022-04-01 07:26:00,coffee,Latte,0.5,1,70,35,eat in,gift card,F,True,1.4214231253414567
alpha,alpha22-011879,2022-04-01 07:35:00,coffee,Americano,0.5,2,45,25,delivery,credit card,M,True,3.3608781341212746
alpha,alpha22-011879,2022-04-01 07:35:00,bakery,Sandwich,,1,80,30,delivery,credit card,M,True,4.860878134121275
alpha,alpha22-011880,2022-04-01 07:37:00,coffee,Americano,0.5,3,45,25,delivery,mobile,M,False,7.660996398971967
alpha,alpha22-011880,2022-04-01 07:37:00,coffee,Espresso,0.5,1,55,30,delivery,mobile,M,False,7.660996398971967
alpha,alpha22-011881,2022-04-01 07:40:00,tea,Thai Tea,0.0,1,70,30,to go,credit card,M,False,1.5357568463146531
alpha,alpha22-011882,2022-04-01 07:41:00,coffee,Mocha,0.5,2,70,35,eat in,mobile,M,False,3.393735146976224
alpha,alpha22-011882,2022-04-01 07:41:00,bakery,Sandwich,,2,80,30,eat in,mobile,M,False,4.8937351469762245
alpha,alpha22-011883,2022-04-01 07:45:00,coffee,Iced Coffee,0.5,2,60,30,eat in,gift card,F,False,4.137328586306558
alpha,alpha22-011884,2022-04-01 07:52:00,coffee,Espresso,0.0,4,55,30,to go,cash,M,True,7.869768541322055
alpha,alpha22-011885,2022-04-01 07:54:00,bakery,Croissant,,1,85,50,to go,credit card,M,False,2.3770623806143076
alpha,alpha22-011886,2022-04-01 07:56:00,coffee,Black Coffee,0.75,1,45,20,to go,credit card,F,False,6.936923779259233
alpha,alpha22-011887,2022-04-01 08:01:00,tea,Bubble Tea,0.75,1,70,30,to go,mobile,M,True,2.4318962558825725
alpha,alpha22-011888,2022-04-01 08:04:00,bakery,Croissant,,1,85,50,to go,gift card,M,False,2.891668987558333
alpha,alpha22-011889,2022-04-01 08:06:00,bakery,Muffin,,1,60,30,to go,mobile,M,False,4.025697608318292
alpha,alpha22-011890,2022-04-01 08:16:00,bakery,Muffin,,1,60,30,to go,mobile,F,True,2.2028099715589997
alpha,alpha22-011890,2022-04-01 08:16:00,tea,Bubble Tea,1.0,1,70,30,to go,mobile,F,True,3.7028099715589997
alpha,alpha22-011891,2022-04-01 08:19:00,bakery,Sandwich,,3,80,30,to go,credit card,M,False,4.606550180015692
alpha,alpha22-011892,2022-04-01 08:29:00,smoothie,Mango Smoothie,0.5,1,90,45,delivery,credit card,F,False,3.5641397925905753
alpha,alpha22-011892,2022-04-01 08:29:00,coffee,Black Coffee,0.5,3,45,20,delivery,credit card,F,False,6.564139792590575
alpha,alpha22-011893,2022-04-01 08:32:00,coffee,Espresso,0.25,1,55,30,eat in,mobile,M,False,2.7985195895841244
alpha,alpha22-011894,2022-04-01 08:35:00,tea,Green Tea,0.75,1,65,30,to go,credit card,M,False,3.8064867924030494
alpha,alpha22-011895,2022-04-01 08:37:00,tea,Thai Tea,0.75,1,70,30,eat in,mobile,M,False,4.77346810683088
alpha,alpha22-011895,2022-04-01 08:37:00,bakery,Sandwich,,1,80,30,eat in,mobile,M,False,6.27346810683088
alpha,alpha22-011896,2022-04-01 08:37:00,smoothie,Mango Smoothie,1.0,1,90,45,eat in,credit card,M,True,4.829666054184431
alpha,alpha22-011897,2022-04-01 08:41:00,smoothie,Watermelon Smoothie,1.0,1,75,40,to go,mobile,M,True,6.255832003223665
alpha,alpha22-011898,2022-04-01 08:43:00,bakery,Donut,,1,40,15,to go,mobile,M,True,1.948624839231933
alpha,alpha22-011899,2022-04-01 08:58:00,smoothie,Kiwi Smoothie,0.5,1,90,50,eat in,mobile,M,False,4.149783562399073
alpha,alpha22-011900,2022-04-01 09:05:00,tea,Thai Tea,0.5,1,70,30,delivery,mobile,F,False,5.717002677375896
alpha,alpha22-011900,2022-04-01 09:05:00,bakery,Sandwich,,1,80,30,delivery,mobile,F,False,7.217002677375896
alpha,alpha22-011901,2022-04-01 09:08:00,bakery,Croissant,,2,85,50,eat in,credit card,M,False,2.6089450399373257
alpha,alpha22-011902,2022-04-01 09:08:00,coffee,Americano,0.5,2,45,25,delivery,credit card,M,False,2.0249431144051604
alpha,alpha22-011902,2022-04-01 09:08:00,coffee,Mocha,0.75,1,70,35,delivery,credit card,M,False,3.5249431144051604
alpha,alpha22-011903,2022-04-01 09:08:00,smoothie,Kiwi Smoothie,0.5,1,90,50,to go,credit card,M,False,4.470375383931678
alpha,alpha22-011904,2022-04-01 09:12:00,smoothie,Mango Smoothie,1.0,1,90,45,eat in,mobile,F,False,4.965215471456814
alpha,alpha22-011905,2022-04-01 09:17:00,bakery,Sandwich,,1,80,30,delivery,mobile,F,False,3.6616424351782833
alpha,alpha22-011905,2022-04-01 09:17:00,coffee,Americano,0.5,3,45,25,delivery,mobile,F,False,6.661642435178283
alpha,alpha22-011906,2022-04-01 09:17:00,coffee,Mocha Cold Brew,0.25,1,165,55,eat in,credit card,F,False,2.0342235201224312
alpha,alpha22-011907,2022-04-01 09:18:00,coffee,Americano,0.5,3,45,25,to go,credit card,M,False,4.903726249222172
alpha,alpha22-011908,2022-04-01 09:20:00,bakery,Croissant,,1,85,50,delivery,mobile,M,False,4.637146347901932
alpha,alpha22-011908,2022-04-01 09:20:00,tea,Thai Tea,0.25,1,70,30,delivery,mobile,M,False,6.137146347901932
alpha,alpha22-011909,2022-04-01 09:24:00,smoothie,Kiwi Smoothie,0.75,1,90,50,eat in,credit card,M,True,3.5839354303863376
alpha,alpha22-011910,2022-04-01 09:36:00,coffee,Mocha,0.5,1,70,35,to go,mobile,M,False,1.845467050413672
